1e-13	3.25e-13	5.5e-13	7.75e-13	1e-12	0	
-0.1	2.71933e-11	1.27335e-11	1.46296e-11	1.83651e-11	1.21536e-09	
-0.0947368	3.9297e-11	6.47915e-11	5.50039e-11	1.43473e-11	1.40024e-11	
-0.0894737	2.6707e-11	1.28867e-11	1.93451e-10	1.38816e-11	1.29555e-11	
-0.0842105	2.2752e-11	1.31545e-11	1.23833e-11	1.37607e-11	1.15383e-11	
-0.0789474	3.72228e-11	1.49657e-11	1.16616e-11	1.14136e-11	6.69457e-11	
-0.0736842	2.43664e-11	1.34372e-11	2.96215e-11	1.90081e-11	1.04867e-11	
-0.0684211	2.57301e-11	1.32934e-11	1.11252e-11	1.05926e-11	9.85297e-12	
-0.0631579	2.94409e-11	1.29001e-11	1.11664e-11	1.02226e-11	1.0317e-11	
-0.0578947	2.22816e-11	1.42512e-11	1.61285e-11	9.99707e-12	1.83314e-11	
-0.0526316	3.49277e-11	1.4959e-11	1.73178e-11	1.2261e-11	9.20127e-12	
-0.0473684	1.75657e-11	1.55181e-11	1.13973e-11	1.06672e-11	1.0355e-11	
-0.0421053	3.7853e-11	1.61012e-11	1.27474e-11	1.02288e-11	9.76207e-12	
-0.0368421	1.87919e-11	1.47562e-11	1.17745e-11	1.05711e-11	9.11608e-12	
-0.0315789	3.15451e-11	1.30756e-11	1.25603e-11	1.03351e-11	9.46354e-12	
-0.0263158	2.08678e-11	1.60019e-11	1.20421e-11	1.1267e-11	1.46105e-11	
-0.0210526	2.38341e-11	1.74333e-11	1.28853e-11	1.22172e-11	1.06331e-11	
-0.0157895	2.39508e-11	2.42719e-11	1.45978e-11	1.4087e-11	9.68865e-12	
-0.0105263	2.04674e-11	1.86214e-11	1.48652e-11	1.11914e-11	1.02019e-11	
-0.00526316	3.97351e-11	1.49136e-11	3.13642e-11	2.26855e-11	1.23183e-11	
-1.38778e-17	1.97666e-11	1.52699e-11	1.29097e-11	1.1472e-11	1.02712e-11	
-0.1	3.36067e-11	2.29175e-11	2.33636e-11	5.39704e-11	1.72774e-09	
