1e-13	1e-12	0	0	0	0	
-0.1	2.72857e-11	1.74347e-11	1.27537e-10	8.76231e-11	2.78407e-10	
-0.0888889	3.41008e-11	1.08665e-10	6.42831e-11	2.34098e-11	2.36556e-11	
-0.0777778	2.35733e-11	2.08567e-11	1.31711e-11	1.6448e-11	1.50714e-11	
-0.0666667	2.5443e-11	1.69615e-11	1.23951e-11	1.1934e-11	1.06651e-11	
-0.0555556	3.36833e-11	1.52452e-11	1.2217e-11	1.12532e-11	1.01044e-11	
-0.0444444	2.27096e-11	1.44381e-11	1.22031e-11	1.03313e-11	9.94953e-12	
-0.0333333	1.93939e-11	1.60331e-11	1.71575e-11	1.45513e-11	1.01992e-11	
-0.0222222	1.65821e-11	2.18934e-11	1.34483e-11	1.12267e-11	1.00457e-11	
-0.0111111	1.72667e-11	1.83186e-11	1.375e-11	1.06957e-11	1.08841e-11	
0	1.9507e-11	1.52184e-11	1.29359e-11	1.12488e-11	1.02196e-11	
-0.1	4.88746e-11	4.58141e-11	6.41422e-10	5.7914e-11	3.82149e-10	
-0.0888889	5.22383e-11	6.09551e-11	1.08412e-10	7.49201e-11	4.23927e-11	
-0.0777778	4.8363e-11	5.67703e-11	4.13602e-11	3.92759e-11	3.60818e-11	
-0.0666667	4.87518e-11	4.02153e-11	3.70253e-11	3.43641e-11	3.09981e-11	
-0.0555556	5.22459e-11	4.44218e-11	3.92825e-11	3.44449e-11	3.1358e-11	
-0.0444444	4.8486e-11	4.19018e-11	3.65497e-11	3.12282e-11	3.02166e-11	
-0.0333333	4.9038e-11	3.9376e-11	3.63714e-11	3.14394e-11	2.73789e-11	
-0.0222222	5.36287e-11	4.20097e-11	3.44289e-11	3.10881e-11	2.7817e-11	
-0.0111111	5.19022e-11	4.05939e-11	3.51104e-11	3.04319e-11	2.73676e-11	
0	5.07487e-11	3.97632e-11	3.2984e-11	2.90844e-11	2.62655e-11	
