1e-14	5.005e-12	1e-11	0	0	0	
-0.06	2.23433e-10	7.21981e-11	3.30168e-10	8.96001e-11	3.02329e-10	
-0.0533333	7.54621e-11	1.63326e-10	6.94551e-11	1.92719e-10	6.67707e-11	
-0.0466667	7.66683e-11	7.1257e-11	1.54615e-10	7.45275e-11	6.0609e-11	
-0.04	7.88698e-11	6.96901e-11	6.58026e-11	6.13584e-11	8.17246e-11	
-0.0333333	8.16003e-11	7.09713e-11	8.82101e-11	5.90677e-11	6.66778e-11	
-0.0266667	1.09249e-10	9.18843e-11	8.39552e-11	6.8591e-11	5.25942e-11	
-0.02	8.34951e-11	6.99474e-11	6.14458e-11	5.54796e-11	5.10993e-11	
-0.0133333	9.89628e-11	7.05921e-11	6.11955e-11	5.3862e-11	4.98469e-11	
-0.00666667	9.03422e-11	6.9463e-11	6.21037e-11	5.29896e-11	4.95558e-11	
0	9.19991e-11	6.94696e-11	5.8784e-11	5.26234e-11	4.72767e-11	
-0.06	4.54311e-09	5.84344e-09	8.74456e-09	1.9766e-09	5.44917e-09	
-0.0533333	3.44531e-09	2.04215e-09	3.69168e-09	5.85013e-09	3.57197e-09	
-0.0466667	2.03197e-09	2.33749e-09	8.87678e-09	5.61863e-09	1.09631e-07	
-0.04	1.15425e-08	2.1393e-09	2.00914e-09	2.25878e-09	4.58919e-09	
-0.0333333	2.06006e-09	6.38816e-09	4.14102e-09	4.40365e-09	2.60116e-09	
-0.0266667	2.7054e-09	3.09794e-09	4.03199e-09	6.78729e-09	8.05373e-09	
-0.02	2.36088e-09	1.91069e-09	1.79527e-09	6.66733e-09	1.3917e-09	
-0.0133333	2.14488e-09	1.90232e-09	1.66132e-09	1.32466e-09	5.4344e-09	
-0.00666667	1.99025e-08	1.76186e-09	2.70694e-09	1.04744e-06	2.11415e-08	
0	2.3686e-09	1.81382e-09	2.99667e-09	6.38472e-09	1.88438e-09	
-0.06	1.78977e-07	3.88733e-08	7.38386e-09	1.96129e-07	1.37637e-06	
-0.0533333	2.78362e-06	2.54774e-07	1.54613e-06	807075	674714	
-0.0466667	5.74716e+06	3.68985e-08	3.89511e-07	9.83556e-07	6.39373e-08	
-0.04	1.48338e-08	1.57032e+06	1.03292e+06	6.82422e+06	634034	
-0.0333333	1.36135e-06	4.09891e-07	2.89533e-08	8.54704e-08	3.9908e+06	
-0.0266667	1.99941e-08	2.99959e-08	1.822e-08	141152	1.30313e+06	
-0.02	1.39336e-08	2.3031e-08	3.22885e+06	1.01245e-07	4.49261e+06	
-0.0133333	5.10641e-08	1.26482e-06	4.70886e-07	6.32599e-07	1.02241e-06	
-0.00666667	1.17977e-08	1.55363e+06	5.66861e-08	779073	683155	
0	5.00921e-08	3.13604e+06	9.76119e-07	652117	4.17427e-07	
